,ID,instrument,granularity,timestamp,volume,open,high,low,close,complete,dateYYYMMDD,timeHHMMSS,year,month,day,hour,minute,second
14,EUR_USD|H1|20180827|180000,EUR_USD,H1,2018-08-27 18:00:00,889,1.16781,1.16841,1.16769,1.16799,True,20180827,180000,2018,08,27,18,00,00
15,EUR_USD|H1|20180827|190000,EUR_USD,H1,2018-08-27 19:00:00,794,1.16799,1.16829,1.16771,1.16818,True,20180827,190000,2018,08,27,19,00,00
16,EUR_USD|H1|20180827|200000,EUR_USD,H1,2018-08-27 20:00:00,547,1.16818,1.16860,1.16787,1.16794,True,20180827,200000,2018,08,27,20,00,00
17,EUR_USD|H1|20180827|210000,EUR_USD,H1,2018-08-27 21:00:00,1813,1.16794,1.16884,1.16786,1.16807,True,20180827,210000,2018,08,27,21,00,00
18,EUR_USD|H1|20180827|220000,EUR_USD,H1,2018-08-27 22:00:00,606,1.16807,1.16826,1.16793,1.16810,True,20180827,220000,2018,08,27,22,00,00
19,EUR_USD|H1|20180827|230000,EUR_USD,H1,2018-08-27 23:00:00,621,1.16810,1.16850,1.16789,1.16850,True,20180827,230000,2018,08,27,23,00,00
20,EUR_USD|H1|20180828|000000,EUR_USD,H1,2018-08-28 00:00:00,1744,1.16850,1.16982,1.16826,1.16923,True,20180828,000000,2018,08,28,00,00,00
21,EUR_USD|H1|20180828|010000,EUR_USD,H1,2018-08-28 01:00:00,1836,1.16923,1.16930,1.16732,1.16780,True,20180828,010000,2018,08,28,01,00,00
22,EUR_USD|H1|20180828|020000,EUR_USD,H1,2018-08-28 02:00:00,849,1.16780,1.16785,1.16718,1.16760,True,20180828,020000,2018,08,28,02,00,00
23,EUR_USD|H1|20180828|030000,EUR_USD,H1,2018-08-28 03:00:00,639,1.16760,1.16782,1.16714,1.16751,True,20180828,030000,2018,08,28,03,00,00
24,EUR_USD|H1|20180828|040000,EUR_USD,H1,2018-08-28 04:00:00,592,1.16751,1.16768,1.16701,1.16749,True,20180828,040000,2018,08,28,04,00,00
25,EUR_USD|H1|20180828|050000,EUR_USD,H1,2018-08-28 05:00:00,1300,1.16749,1.16751,1.16631,1.16707,True,20180828,050000,2018,08,28,05,00,00
26,EUR_USD|H1|20180828|060000,EUR_USD,H1,2018-08-28 06:00:00,2204,1.16707,1.16919,1.16684,1.16895,True,20180828,060000,2018,08,28,06,00,00
27,EUR_USD|H1|20180828|070000,EUR_USD,H1,2018-08-28 07:00:00,4000,1.16895,1.17008,1.16796,1.16867,True,20180828,070000,2018,08,28,07,00,00
28,EUR_USD|H1|20180828|080000,EUR_USD,H1,2018-08-28 08:00:00,2628,1.16867,1.17002,1.16812,1.16925,True,20180828,080000,2018,08,28,08,00,00
29,EUR_USD|H1|20180828|090000,EUR_USD,H1,2018-08-28 09:00:00,2661,1.16925,1.17056,1.16881,1.17029,True,20180828,090000,2018,08,28,09,00,00
30,EUR_USD|H1|20180828|100000,EUR_USD,H1,2018-08-28 10:00:00,2321,1.17029,1.17077,1.16955,1.16990,True,20180828,100000,2018,08,28,10,00,00
31,EUR_USD|H1|20180828|110000,EUR_USD,H1,2018-08-28 11:00:00,2766,1.16990,1.17185,1.16949,1.17167,True,20180828,110000,2018,08,28,11,00,00
32,EUR_USD|H1|20180828|120000,EUR_USD,H1,2018-08-28 12:00:00,3056,1.17167,1.17225,1.17057,1.17168,True,20180828,120000,2018,08,28,12,00,00
33,EUR_USD|H1|20180828|130000,EUR_USD,H1,2018-08-28 13:00:00,3361,1.17168,1.17345,1.17150,1.17322,True,20180828,130000,2018,08,28,13,00,00
34,EUR_USD|H1|20180828|140000,EUR_USD,H1,2018-08-28 14:00:00,4018,1.17322,1.17330,1.17035,1.17155,True,20180828,140000,2018,08,28,14,00,00
35,EUR_USD|H1|20180828|150000,EUR_USD,H1,2018-08-28 15:00:00,2284,1.17155,1.17234,1.17094,1.17198,True,20180828,150000,2018,08,28,15,00,00
36,EUR_USD|H1|20180828|160000,EUR_USD,H1,2018-08-28 16:00:00,1535,1.17198,1.17257,1.17119,1.17185,True,20180828,160000,2018,08,28,16,00,00
37,EUR_USD|H1|20180828|170000,EUR_USD,H1,2018-08-28 17:00:00,1362,1.17185,1.17224,1.17112,1.17133,True,20180828,170000,2018,08,28,17,00,00
38,EUR_USD|H1|20180828|180000,EUR_USD,H1,2018-08-28 18:00:00,2294,1.17133,1.17133,1.16915,1.16955,True,20180828,180000,2018,08,28,18,00,00
